last_name,first_name
perkins, shameika m 
perry, andrea d 
perry, clavon d 
perry, felecia d 
perry, iann m 
perry, lorraine k 
pete, gladys b 
peters, tamkio d 
peterson, avis e 
peterson, cinda d 
peterson, lachada b 
peterson, mosalena  
petitfrere, roselyn  
phelps, lakecia t 
phillips, stephanie  
phillips, victoria  
pickett, sharon d 
pickin, renata a 
pierce, cheryl r 
pierre, darlene  
pierre, rose d 
pinckney, brandace n 
pinckney, crystal b 
pinckney, june  
pinder, starlette c 
pinkney, jennifer c 
pittman, shontaye l 
pitts, zina d 
platt, treshunda l 
polanco, eulie  
pompilus, francia j 
poole, quanisha l 
poole, victoria q 
posley, donetia  
powell, alexandria n 
powell, cynthia  
powell, dionne m 
powell, joyce a 
powell, samantha g 
prasad, taramati  
presley, shirley a 
pressley, nakieshia  
price, lakendra r 
price, queena l 
pride, monica j 
priester, diane  
proctor, renita  
prodell, shannan m 
protho, lavetta j 
pruitt, marketta y 
pugh, erica s 
purifoy, carletha c 
quarterman, becky a 
quinn, janice l 
ragan, regina  
rainey, renee e 
ramdial, alisa  
ramseur, jamie  
randall, carsulina l 
randall, letoya l 
randalls, lashawna  
rawls, alicia  
ray, joyce  
ray, melinda  
redd, terra m 
reddick, kathy c 
redding, angela m 
redding, latasha  
redmon, erin p 
reese, kimberly  
reese, lola  
reese, tamika s 
reeves, beverly s 
reeves, vellena l 
reid, artivia s 
reid, jamila a 
reid, merlene  
reid, zsamiko  
rejouis, huberta  
relford, tycha e 
reliford, nicole  
reynolds, brianna r 
reynolds, cynthia n 
rhodes, latonia n 
rhodes, valerie  
rice, tymesia  
richards, karen  
richards, soriya s 
richardson, akilah j 
richardson, denise  
richardson, teeliah  
richburgh, deshorie  
rieo, alexisakira m 
riles, nashaysha j 
riley, lisa  
rios, destiny j 
rivera, andrianna l 
rivers, deborah a 
rivers, gail l 
roan, beverly f 
robbins, doniece  
roberts, chanterria s 
roberts, ebony n 
roberts, estella  
roberts, jessie c 
roberts, kyahna  
roberts, lavetta e 
robertson, damanecia n 
robertson, kathy l 
robinson, annie r 
robinson, cherrie a 
robinson, cheryl  
robinson, delliah i 
robinson, erica j 
robinson, felita  
robinson, jessica k 
robinson, karenna c 
robinson, kortini m 
robinson, lorene  
robinson, rodana m 
robinson, shanekia w 
robinson, sheena d 
robinson, sherri l 
robinson, susan r 
robinson, telsa  
robinson, tessa m 
robinson, twana s 
robinson holmes, sylvia s 
rodgers, shauntare m 
rodney, nadege  
rogers, christine  
rogers, tina m 
roland, mary a 
rolle, deborah  
rollins, julia b 
roosa, patricia l 
roosevelt, chaquida n 
rosa, charlene  
rosario, raquel  
rosembert, hilary l 
rosier, asia s 
rosier, linda h 
ross, debra a 
ross, felisa a 
ross, pauline e 
ross-farmer, brittany l 
roundtree, debbie a 
roundtree, eugenia n 
roundtree, tia d 
rouse, natashia l 
rouse, sheila d 
routte, leslie t 
rowe, sherika  
rowell, marla  
rucker, sharoya  
rudette, consula g 
rudolph, yutisha k 
rush, carla d 
rushing, redine p 
russell, latasha  
ryan, tammie s 
saladin, jennifer  
sales, ashley s 
saliard, tamika k 
salmon, roshannon d 
salter, asiunique t 
salters, laretha  
sampson, michelle d 
samuel, larmonica d 
samuel, trinece  
sanchez, elaine  
sanders, allegra m 
sanders, gina e 
sanders, inez d 
sanders, keyanna  
sanders, miracle l 
sanders, rosalyn  
sanders, sabrina g 
sanders, velinda f 
sanderson, tarshea d 
santiago, shante  
sapp, keashtani r 
sapp, melissa  
satchell, jahneisha  
saunders, enid a 
saxton, gulanda l 
saxton, labrittany a 
scott, lametreal l 
scott, monique r 
scott, shalika  
scott, starlyn c 
scott, tori  
scott, tramona v 
scott, yolanda  
scurry, latoya l 
scurry-reed, patricia  
sellers, belinda l 
selman, erika  
sercey, rachel l 
seward, samara l 
seymore, patricia l 
seymour, patricia a 
shanks, shawnta s 
sharp, charline d 
shaw, phanae  
shaw, shequilla  
sheard, shaquavia o 
sheard, sheranda r 
shell, princess d 
sheppard, bertha l 
sheppard, shereka  
sheppard, tenisha  
sherrell-phillips, dionne  
shillingford, giselle  
shingles, zena m 
sholtz, rajiva j 
shorter, shanika  
shorter, tanisha l 
sifford, ardena a 
simmons, angela n 
simmons, anita a 
simmons, gianna r 
simmons, johanna k 
simmons, karen q 
simmons, robin l 
simmons, sandrinna r 
simon, daisy  
simpson, donetta l 
simpson, zakia b 
sims, candace j 
sirmans, cheryln l 
slater, jill s 
slaughter, terry l 
sledge, jonteria l 
small, nijia  
smalls, sarah v 
smiley, altonyette s 
smith, amber  
smith, brenda r 
smith, brittany f 
smith, charisma t 
smith, claudine n 
smith, danyelle d 
smith, jamie m 
smith, janice k 
smith, janie m 
smith, jennifer l 
smith, jessica j 
smith, keneisha c 
smith, kenley r 
smith, krystal h 
smith, laporsha b 
smith, latasha r 
smith, latoya m 
smith, lethena l 
smith, mae e 
smith, monique n 
smith, nykeshia  
smith, rashonda g 
smith, shaketta t 
smith, shakia n 
smith, shameka l 
smith, sharon d 
smith, sheran d 
smith, sherrideen  
smith, sonja e 
smith, sonora k 
smith, symone s 
smith, tammera r 
smith, tara m 
smith, tashica w 
smith, valencia  
smith, veronika a 
smith, vickie d 
smith, virginia m 
smith, whitney s 
smith, yakeria m 
smith, yolanda f 
smitterman, toni k 
sneed, sabrina s 
snell, kajuanna l 
snipes, flaticia l 
solomon, chinette a 
sparks, bridgette r 
speed, joyce d 
speight, hineefah  
spires, deneshia l 
stallworth, catrela d 
stamps, makeda y 
staples, sharmaine m 
staples, tiffany l 
starks, lashonda y 
starks, latasha  
staten, shyre l 
stegner, emily j 
stephen, tyquandra s 
stephens, katecia a 
stephens, kenya  
stephens, keyanna l 
stephens, necole d 
stephenson, nadia e 
stergis, latoya e 
stevens, luconda l 
stevenson, gay l 
stevenson, sabrina l 
stewart, tamara l 
stiebel, shaunta l 
stills, yolanda l 
stinson, noni j 
stinson, tarsha n 
stokes, marie a 
stone, natoshia y 
stoudemire, alexis y 
streeter, aimee d 
stringer, alveina r 
stringer, cotekia t 
strothers, pauline  
stuart, aqunette l 
stubbs, eileen b 
stubbs, shakira j 
styles, alfreda  
styles, kizzie  
sullivan, lilliie d 
swain, brandy  
swain, brintney l 
swain, jameca l 
swain, sharda  
sykes, elizabeth  
sykes, geordrecka l 
sykes, katherine a 
sylverain, myriam  
sylverin, scherly  
sylvester, erica n 
sylvester, nicole  
sylvester-parker, treysa r 
tarver, brittany s 
tarver, shameka a 
tate, lena r 
tavia, ramona  
taylor, adria c 
taylor, carrie w 
taylor, cassandra e 
taylor, eboni m 
taylor, gloria  
taylor, kathy a 
taylor, mayola s 
taylor, muriel f 
teaheart, annancy  
telfer, shannece n 
tennie, yolanda e 
terry, betty a 
terry, lenora d 
thomas, angel y 
thomas, ayana b 
thomas, beverly r 
thomas, chanel e 
thomas, crystal  
thomas, deidre d 
thomas, erica  
thomas, janay k 
thomas, kimberly  
thomas, kimberly n 
thomas, leona g 
thomas, linda  
thomas, lucie m 
thomas, marcelous j 
thomas, metoka g 
thomas, paula d 
thomas, renell  
thomas, robin s 
thomas, rose a 
thomas, samantha  
thomas, shanikwa  
thomas, sherita y 
thomas, sonya  
thomas, stella  
thomas, tasha a 
thomas, temika s 
thomas, tiera c 
thomas, tiffany l 
thompson, alice l 
thompson, corlis p 
thompson, jasmine d 
thompson, jody  
thompson, keriann  
thompson, michelle a 
thompson, shanika  
thompson-mcneil, janet r 
thornton, amber n 
thornton, willie m 
thurman, markita  
tice, loretta d 
tillman, deonjanae s 
tisdale, katrina  
tobias, charlotte m 
toliver, audrey f 
toliver, grecham b 
tolliver, kierra  
tomar, lashawna n 
tookes, candace m 
toppin, erin r 
torres, emilia  
towns, tabatha a 
townsend, chenoa l 
townsend, tawana  
trainor, donella e 
trice, janae j 
trotter, shanty s 
tucker, brenda  
tucker, desiree r 
tucker, queen  
tumblin, antravia  
tumpkin, brandee c 
turner, annetria l 
turner, felecia s 
turner, kristi s 
turner, sylvia  
turner, trina l 
tyree, terry m 
tyse, tateana  
tysinger, tiffany  
tyson, latara t 
tyson-oliver, willa a 
underwood, dorothy a 
underwood, tiffany c 
usher, india e 
valcius, sultaine  
valet, precious  
vance, mary a 
vanover, lasonya l 
varner, carla r 
varnes, raven  
vasquez, golden m 
vaughn, sonja k 
vaughn, treva m 
verdier, velan  
vildor, carole  
vincent, mireille  
vincent, tiesha r 
vines, phyllis t 
virgil, peggy a 
virgil, rosalind e 
waddell, candace r 
waddy, kashika m 
wade, janiqua d 
wade, katrina m 
walker, ashley  
walker, cassandra d 
walker, domenique s 
walker, ebony  
walker, iconya  
walker, ileana t 
walker, jada m 
walker, jimesha p 
walker, lavada m 
walker, lyza m 
walker, mytrice o 
walker, norteasha n 
walker, shakedia l 
walker, shirley m 
walker, teresa f 
walker, vanessa n 
wallace, angelia  
wallace, chantay l 
wallace, debra a 
wallace, ginasharine  
wallace, loretosha  
waller, sherita l 
walls, tracey l 
walters, eugenia p 
walton, lakeisha t 
wanton, sharion  
ward, patricia a 
wardell, vinzena s 
ware, rhydiah  
ware, tanvini c 
warner, elizabeth a 
warren, betsy e 
washington, australia  
washington, kathy a 
washington, kyla s 
washington, latoya d 
washington, shirley  
washington, shirley  
washington, sonya m 
waters, jacqueline  
waters, majouri d 
waters, ronnie  
watkins, annice  
watkins, edna  
watkins, felicia  
watkins, satoya  
watkins, tina n 
watson, brenda d 
watson, melissa l 
watts, nicole  
watts, shelly a 
watts, shellyann  
weathers, beverly s 
weaver, essie g 
webb, latasia l 
webb, meelaquesha c 
webb, moneca c 
webster, mckala e 
webster, samantha m 
weeks, jakeilah r 
weems, sara l 
wells, elizabeth  
wertz, cheryl d 
wesby, debra  
wesley, yolanda  
west, amber m 
west, rita d 
west, shavonda v 
wharton, thelma  
wheeler, katrina  
wheeler, lasander  
whipper, tracy m 
whitaker, lomicia m 
white, antoinette d 
white, cheryl d 
white, jasmine m 
white, laquandra s 
white, latarsa a 
white, marica g 
white, natacha  
white, sheila  
white, victoria  
whitehead, shanta r 
whitener, michelle a 
whiteside, donna  
whiting, cynthia d 
whitley, asia n 
whitley, melissa a 
whitlock, brionn k 
whittingham, tammy s 
whittington, shenicka t 
whylly, jakia s 
widby, jonisha o 
wiggins, ebony m 
wiggins, felicia r 
wilcox, angelina  
wilcox, latasha  
wiley, orsolida m 
wiley, shareece s 
wilkins, torreya l 
wilkinson, roselene  
william, shana j 
williams, alaine  
williams, alisha c 
williams, andrea d 
williams, angela d 
williams, annie  
williams, annie r 
williams, ashley  
williams, ashley j 
williams, barbara j 
williams, berinthia  
williams, brenda l 
williams, carol d 
williams, carrie h 
williams, cassandra  
williams, catherine e 
williams, chanee j 
williams, chanita d 
williams, churaz n 
williams, crystal  
williams, crystal l 
williams, cynthia r 
williams, daviyuna m 
williams, deborah k 
williams, elsie e 
williams, erma j 
williams, gwendolyn l 
williams, heather m 
williams, janine t 
williams, jennie l 
williams, joyce a 
williams, kimberly a 
williams, kiomi  
williams, kristina s 
williams, laraine  
williams, lashun b 
williams, latoya n 
williams, lavena l 
williams, lynea n 
williams, mary a 
williams, mary a 
williams, mesi t 
williams, meyawn t 
williams, nancy  
williams, natasia  
williams, norvice m 
williams, pertrice l 
williams, rashida  
williams, robin d 
williams, rochelle l 
williams, ronetta  
williams, sabrina r 
williams, sandra j 
williams, shakia j 
williams, shaqanda  
williams, sharon  
williams, sharquina d 
williams, sheila v 
williams, sheintara d 
williams, shirley a 
williams, tamya  
williams, temorerie t 
williams, tyra l 
williams, vanessa l 
williams, vantona r 
williams, vernell  
williams, victoria e 
williams, wanakee  
williams, willie m 
williamson, debra a 
willis, debbie a 
willis, deborah  
wilson, anna e 
wilson, celestine d 
wilson, chantale  
wilson, ebony l 
wilson, fashae l 
wilson, jasmine n 
wilson, latoshia  
wilson, marshell a 
wilson, nicola  
wilson, pamela j 
wilson, sherri s 
wilson, tosha m 
wilson, twana n 
wilson, wilnika c 
wilson, yoreel a 
wimberly, teah  
wimbley, sharda l 
wimbush, tiesha r 
winbush, tina  
winfield, christina  
winn, ja net l 
woodall, anquanette l 
woodard, bianca  
woodard, derika c 
woodberry, sharhonda m 
woods, cheyanne c 
woods, christian r 
woods, mary e 
woods, melanie c 
woodson, gloria s 
wooten, karla l 
worley, kenitria c 
worthy, april n 
woulard, rosalyn d 
woullard, tyricka s 
wright, argua l 
wright, donna  
wright, katrina d 
wright, kirby c 
wright, linda  
wright, maddy t 
wright, nashonda  
wright, nikisha r 
wright, shayla t 
wright, sophia d 
wright, sueqwanna  
wright, teryleisha e 
wright, tia t 
wright, valarie d 
wyatt, sonya p 
wyche, brittany s 
wyche, rose h 
adams, natasha m
adrow, kanisha l
allen, wanda j
allgood, tracey l
amond, vanessa s
anderson, ethel d
anderson, shameka 
ashford, marie l
baker, jameka s
baker, rebecca 
bankston, amy l
beavers, kimberly 
bell, ebonee j
bell, ronita f
bennett, mea 
benson, ambe 
blanc, monique 
block, brittany 
boone, jasmine s
boyce-reid, ymari 
boyd, linda 
boyington, erica l
brandon, janice l
braxton, shkendra j
brewer, tonya l
brickey, stephanie 
brockman, jaquinna 
bromsey, lashonda r
brooks, dale r
brown, dominique m
brown, keisha 
brown, michelle d
brown, shemika n
brunston, audry l
buchanan, jo a
burch, ashley 
burns, natasha l
burton, djuana p
burton, shondrica 
butler, veronica m
calloway, tracy t
campbell, cherrelle 
campbell, clarassi m
campbell, shalonda 
carbage, latoya d
carroll/cooper, lowana d
chidester, lashaun 
christian, nikki l
clark, letika 
clary, binita j
collier, murrya d
collins, markia 
cooley, shirley a
cooper, myesha 
cooper, sherry a
counts, tykisha l
crow, angela 
daniels, rakebia 
danner, shirley a
davis, barbara a
davis, charlotte 
davis, estella 
davis, latoya 
davis, marsha m
davis, melissa d
davis, rosemary 
davis, rotashia g
davis, shaquilla 
dean, desha l
deshazer, kayla 
deshazer, kendra k
diah, levoria s
dixon, lisa m
donnerson, april l
duncan, markisha d
everette, lorinda j
flood, paige s
franklin, simone 
frederick, teresa m
french, runetta l
fulce, cassandra g
gaines, ryeisha 
gardner, myiakya 
gatewood, angela n
gentry, sharon 
gooding, leah n
goynes, kenya m
graves, sheila r
gray, kadonna c
gray, keisha c
green, adrianne j
green, bennetta l
green, jessica n
griffin, ashley 
grigsby, trena p
guy, cindy 
hall, evonne t
hall, regina 
hamilton, brandy l
hamilton, jerricka m
hampton, amanda p
hampton, jessica 
hampton, veronica 
harden, annette 
harris, jimmie z
harris, shevonda 
harris, willie m
harris-singleton, dimitria 
hart, alisa r
hartfield, anita d
hassell, asreiale 
hawkins, lisa 
hayes, lacresha n
heard, erica d
henderson, shara 
hervey, alicia m
higgins, tashika s
hill, marquita 
hobson, dominic n
holliday, latoya 
holloway, pamela s
holman, sheila a
holmes, yasheka a
hooks, pamela 
hopson, sylvia 
hughes, julia l
jackson, ariana 
jackson, kanesha l
jackson, keebie l
jackson, morissa a
jackson, shauraye t
jackson, tracy 
jacobs, laquanda 
james, rochelle r
jamison, deaquaneil 
jimerson, tina 
johnson, cassandra 
johnson, kessandra a
johnson, patricia a
johnson, roberta l
johnson, shayla m
johnson, tangela m
johnson, woodie l
joiner, shequita l
jones, anita s
jones, diane 
jones, latashia r
jones, mardenisha r
jones, sherry l
jones, tricia a
jones, undrea 
jordan, unique 
kelley, cynthia d
kelly, precious m
kemp, whitney 
king, cecilia l
king, daytra l
king, lynda 
king, natasha n
king, safari d
kisling, alisa 
knox, stephanie a
lambert, bivian r
lambert, tajuana j
lane, abigail 
lane, chasity d
langford, jacqueline 
latiker, beverly 
lewis, angela 
lewis, della s
logan, adina k
long, felicia 
lyons, chandra m
madden, victoria l
malone, arstra d
malone, wanda j
mangrum, yochechi 
manning, anne m
martin, nancy b
martin, twyanna f
may, mary e
mcafee, deborah 
mcbride, bertha 
mcclain, ashley n
mcclain, shameka l
mcdade, karen l
mcdaniel, ariel 
mcdaniel, ladonna j
mcelwee, jordan s
mcjoy, wendy 
mcmurray, felishia 
mcnicholas, tracy 
mcphearson, adrian 
mickles, emma 
miles, tiffany 
miller, gwendolyn d
miller, simone 
mitchell, lekita n
mitchell, mary e
mitchell, trina m
monroe, michelle l
monroe, patricia a
moody, olivia 
mooney, sonya n
moore, charlotte r
moore, lachandra r
moore, lisa 
morris, deborah k
morris, monica 
mosley, carolyn j
mosley, tamella l
mosley, zelberdia 
murphy, jakita 
murray, felicia l
neal, peachlyn c
nelson, angela d
nelson, kayla 
nesby, ladrena c
newton, amber l
newton, demetra 
nundley, brandy u
nutt, teresa a
o'donnell, lashonda 
oliver, marsha n
osborne, shanece r
ousley, whitley 
owens, zaundra 
payne, latoria s
pearson, alisha n
peel, debra p
penix, chelsey m
peoples, lakoya d
phillips, laneise d
philpot, kristen e
pike-smith, kelly d
pitts, angela 
poney, latasha 
reese, ruby l
richardson, angela s
ridgell, fatina l
roan, tonya 
robinson, alisha n
robinson, desmone j
robinson, lestine 
robinson, marqeta d
robinson, mary l
robinson, sharon 
robinson, sheneice l
robinson, taneisha 
robinson, vanquisha l
robinson, verika d
rodgers, tonya 
ross, annie v
ross, quantisha 
ross, theresa 
ruffin, cheaqita 
samuels, latoya m
sanders, betty j
sanders, markita t
satterwhite, demetrica 
scates, sylvia k
scott, mondrea r
selph, brandy s
shaw, brittney m
simpson, coqueise a
sims, aleisha 
sisk, amanda n
smiley, erica d
smith, benfordene b
smith, jalesa l
smith, lashanna 
smith, latasha d
smith, latrina 
smith, mary l
smith, yalanda r
southall, kimber n
spears, mildred 
spencer, patricia a
stanback, latasha y
steele, lashandra n
stewart, natasha n
suell, malaika 
sumlin, ruth d
swilley, brandy a
tanner, renee r
tasby, paige 
thomas, kassie d
thomas, vera l
thompson, angela l
thompson, demetria r
thompson, kiyuanna 
thompson, ola m
tilson, stacy i
toliver, erika n
traylor, latasha d
tucker, sierra l
turner, kiona l
turner, kristopher m
turner, traci l
turner, tylisha 
velcoff, jacquelyne 
wade, jameya a
walker, berranda j
wallace, creola 
walters, chrisshanno 
wardlow, mary c
washington, gabriel n
watts, stephanie 
weaver, terrie w
wells, lamarsharee d
whaley, jackie d
white, latasha 
white, marquachun r
whitney, tonya l
williams, alexandria a
williams, esther r
williams, lashonna 
williams, latisha 
williams, latonya 
williams, margo a
williams, regina d
williams, shequena 
williams, tawanda l
williams, tekelia 
willis, tiffiny y
